,ID,VALUE_PER_UNIT,YEAR_INDEX,LONGITUDE,LATITUDE,PROVINCE_NB,PROVINCE_NL,PROVINCE_NS,PROVINCE_ON,PROVINCE_PE,PROVINCE_QC,SOIL_TEXTURE_CLAY_LOAM,SOIL_TEXTURE_GRAVELLY_LOAM,SOIL_TEXTURE_HEAVY_CLAY,SOIL_TEXTURE_LIGHT_LOAM,SOIL_TEXTURE_LOAM,SOIL_TEXTURE_MUCK,SOIL_TEXTURE_SANDY,SOIL_TEXTURE_SANDY_CLAY,SOIL_TEXTURE_SANDY_LOAM,SOIL_TEXTURE_SILT,SOIL_TEXTURE_SILTY_LOAM,SOIL_TEXTURE_SILT_CLAY,TILE_DRAINAGE_yes,IRRIGATION_OTHER,IRRIGATION_PIVOT
1000,1001,3.525449360738943,5,-82.206234,42.903583000000005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,1004,1.6207627642171956,4,-80.80869200000001,44.669385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1015,1016,3.966779181884226,5,-81.27305,43.660740000000004,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1016,1017,4.632727596210395,3,-82.574825,42.039272,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1023,1024,0.8498,2,-72.605294,46.674512,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1035,1036,1.1861000000000002,3,-71.164324,46.632565,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1036,1037,2.1335059774738934,3,-81.82686,42.40457,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1046,1047,2.37641035271791,4,-82.129193,42.714152,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1048,1049,2.3867887695645513,2,-81.872451,42.631357,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1051,1052,1.7158982519780768,3,-76.278304,45.351341,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1054,1055,1.0699653558561453,5,-62.881804,46.21707,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1068,1069,0.35929090702421135,5,-65.266502,44.872956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1069,1070,0.3686809032187919,5,-100.105942,51.401664000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1072,1073,4.6436,3,-72.826217,45.547111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1079,1080,2.379128509511078,5,-77.81890899999999,44.253345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1081,1082,3.136752939315914,5,-82.876778,42.002072999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1083,1084,0.6182571178642207,6,-101.021098,50.325131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,1113,0.2876304097497813,6,-100.35235300000001,51.474681,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,1121,3.6438127338232604,6,-81.551106,42.884738,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1126,1127,3.0260498262850706,6,-80.579481,44.230502,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1143,1144,3.2543749969111855,5,-82.876633,42.033342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1157,1158,0.5186737371690644,6,-99.55860200000001,49.558139000000004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1162,1163,1.2125000000000001,6,-71.089966,45.820173,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1183,1184,2.5256618711791363,3,-82.233002,42.951232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1196,1197,2.516271874984556,5,-82.258452,42.78405,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,1199,1.5770000000000002,3,-72.31327399999999,46.612265,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1199,1200,3.161710560780457,5,-82.87807099999999,42.009168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1200,1201,4.596650242410165,2,-81.313519,43.32418,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1201,1202,0.5248513662444463,6,-101.03240600000001,50.325133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,1210,0.7683,4,-72.128313,48.436077000000004,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1212,1213,1.4892,2,-72.415019,46.021201,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1220,1221,1.805597426152622,4,-98.015389,49.491673999999996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,1222,3.8901765813494906,4,-80.696556,43.621792,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1222,1223,4.3147032514097345,5,-80.4536,43.149122999999996,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1223,1224,1.9775826196112543,5,-80.632997,44.639406,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1225,1226,2.7922883420726192,5,-81.710202,42.501579,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1232,1233,2.526156081505167,3,-74.477676,45.413501000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1235,1236,4.057713881873848,3,-81.75334000000001,42.90064,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1239,1240,1.2785221134410383,6,-97.871691,49.265304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,1241,3.8829000000000002,4,-73.190575,45.322688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1244,1245,1.9686000000000001,6,-72.434538,45.888508,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1245,1246,2.0853204706859145,6,-82.22106600000001,42.21386,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,1249,1.0842974553110312,6,-63.430704000000006,46.212903000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1252,1253,2.3101861690298158,3,-81.111588,44.038583,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1253,1254,1.5641,3,-72.31327399999999,46.612265,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1255,1256,3.1693708208339304,5,-82.875899,41.994632,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1264,1265,0.4641,5,-68.73303,48.313403,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1266,1267,1.4584146721161593,6,-63.19856,46.328641,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1268,1269,0.37065774452291406,6,-101.338512,49.993722999999996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,1278,0.4361406127219622,5,-98.86488,49.831302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1278,1279,0.1018,6,-78.180164,48.683223,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,1287,0.28787751491279656,6,-100.328776,51.474621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1290,1291,2.665770498608798,5,-82.02531,42.3079,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1293,1294,2.7546,2,-73.25449,45.305771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1311,1312,1.4175,3,-72.31327399999999,46.612265,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1312,1313,1.1968,4,-70.046162,47.341733000000005,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1318,1319,1.6357000000000002,3,-71.58385600000001,46.698703,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1324,1325,0.24932910948241352,5,-99.132007,51.092257000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1325,1326,0.595,6,-69.645053,47.620193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1327,1328,0.9454,5,-71.276124,46.370052,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1329,1330,0.4764187542934522,5,-81.140331,44.715613,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1330,1331,0.16210098693802108,4,-98.43782900000001,51.07095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,1346,6.5712676000652355,5,-81.031247,43.352657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1353,1354,5.493641984155617,4,-78.66335,44.3251,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,1359,2.4708045249897452,5,-79.67653100000001,43.081539,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,1362,1.2638,3,-72.31327399999999,46.612265,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1375,1376,1.3595726069100489,6,-63.193571,46.33044,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1379,1380,3.0213548281877802,4,-80.23701700000001,43.628122999999995,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1380,1381,1.4965000000000002,2,-72.415019,46.021201,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1395,1396,0.2901014613799341,6,-100.340473,51.482039,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,1397,2.541476601612114,5,-81.471369,44.252976000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1397,1398,0.7096860281798728,5,-65.346288,45.897145,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,1400,3.3939894140148166,6,-78.61188,44.300868,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,1402,2.4042000000000003,3,-72.400255,46.10028,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1402,1403,3.1263,6,-74.14675600000001,45.694427000000005,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1407,1408,3.2541278917481704,5,-75.474958,45.296807,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1410,1411,0.49643427249768957,6,-97.50352099999999,50.864383000000004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,1414,1.7181221984452144,5,-80.683038,44.414865999999996,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1417,1418,0.8129759863202581,4,-98.520837,50.043525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,1422,0.3946,5,-71.03303199999999,45.967046,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1426,1427,1.5789,3,-72.31327399999999,46.612265,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1428,1429,4.7084,5,-73.553208,45.848628999999995,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1435,1436,1.630894075900822,2,-82.11948100000001,42.783789,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1438,1439,0.602442387431243,5,-84.023223,46.255224,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1440,1441,2.4443642725471104,3,-81.97227,42.32476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1444,1445,0.25204726627558155,5,-99.132011,51.085193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1448,1449,0.9506135621197669,6,-76.21911,44.915526,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,1454,2.677631546433531,6,-79.091249,44.689771,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1455,1456,2.6167000000000002,5,-72.045963,45.962889000000004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1460,1461,3.4745456971577964,6,-78.61188,44.300868,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1477,1478,0.820883351536747,4,-98.53208000000001,50.045454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,1481,0.7969,5,-71.203057,48.387159000000004,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1487,1488,1.1505,5,-71.002747,48.348994,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1490,1491,2.0121773424333926,2,-81.887149,42.4392,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1499,1500,4.1786,6,-73.662249,45.958957,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1501,1502,2.8837172523882715,4,-81.015587,42.72088,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1503,1504,0.5483263567308976,6,-63.761903000000004,45.822932,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,1507,1.9704165698838112,3,-82.802595,42.118796,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1509,1510,0.1485102029721809,4,-98.426237,51.070972999999995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,1511,2.6707126018691034,4,-79.790369,44.543857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1511,1512,1.331155513163292,5,-78.98843000000001,44.36993,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,1515,11.728105247031031,4,-79.44830999999999,44.13006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1519,1520,2.029968914170493,3,-81.332828,44.346406,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1521,1522,2.092733625576373,3,-83.06232800000001,42.128746,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1542,1543,2.9027000000000003,5,-74.05936700000001,45.544363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1544,1545,1.6092000000000002,4,-73.083991,46.167964000000005,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,1550,2.3956845554331014,4,-81.49316,42.7174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1550,1551,2.594110001334368,5,-79.004896,44.195467,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1551,1552,1.8905,4,-72.35009699999999,46.083148,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1552,1553,1.1759734707896987,4,-63.682272,46.452985,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1553,1554,1.1727611036705001,6,-96.96800999999999,49.40269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,1569,1.0759,4,-71.052529,46.669494,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1569,1570,3.2716723583222547,4,-81.22926600000001,44.196490000000004,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1574,1575,5.175370534191941,2,-76.188712,45.391763,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1577,1578,0.4151366738656638,6,-99.89084799999999,50.575928999999995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,1579,2.6697241812170422,3,-81.612658,42.567674,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1579,1580,0.9826,4,-71.651313,46.420353999999996,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1592,1593,2.719392318983113,6,-80.609779,42.77518,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1606,1607,4.382162960912905,2,-81.50389200000001,43.434418,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1610,1611,3.8928947381426586,6,-81.0805,42.97119,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1617,1618,1.1594174248676752,6,-96.967972,49.395193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,1619,5.429888852097676,6,-81.127639,43.442138,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1619,1620,4.315691672061796,5,-80.104086,43.221877,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1621,1622,0.4661,5,-69.38844399999999,47.972637,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1624,1625,0.23474990486451225,5,-99.132011,51.085193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1630,1631,0.1630894075900822,4,-98.309105,51.107659999999996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,1633,0.3007269833895909,5,-94.16325400000001,48.683571,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1647,1648,2.7053073246912422,5,-81.65078000000001,42.83701,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1648,1649,3.517294890359439,4,-81.845649,42.483748999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1652,1653,0.785053102899532,4,-100.104104,49.668908,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,1655,0.37905932006543347,6,-63.064599,45.715992,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,1670,0.3805419510435251,6,-65.73920600000001,45.575487,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,1677,1.2014253025802721,6,-96.988249,49.400501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,1685,1.21303924524199,4,-97.080688,49.570538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,1689,0.27280409996886473,5,-94.16325400000001,48.683571,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1696,1697,0.5216389991252477,4,-100.765651,49.897806,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1701,1702,6.363946368295419,5,-81.354747,43.239825,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1703,1704,3.5336038311184472,5,-75.391402,45.005714000000005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,1707,0.8428757110451066,4,-80.076401,46.370954,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1713,1714,7.00938505409132,5,-81.03841800000001,43.090015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1727,1728,1.6008,5,-71.888258,45.128735999999996,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1728,1729,0.5977473893339528,5,-62.497503,46.357168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1735,1736,0.5034000000000001,5,-69.38844399999999,47.972637,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1738,1739,0.23178464290832893,5,-99.132011,51.085193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1740,1741,3.963,3,-73.14054200000001,45.604353,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1746,1747,0.7603425865980044,4,-97.107652,50.126871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,1755,0.5268282075485685,4,-100.765651,49.897806,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,1773,4.146918845722363,6,-80.440907,42.744302000000005,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1776,1777,0.3333448649076074,5,-100.974172,52.576341000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,1780,0.9664,5,-72.585576,46.733877,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1787,1788,0.993609860484425,3,-79.690216,47.747368,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1799,1800,1.6514038044310897,6,-98.09753,49.225635,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1804,1805,2.1572280731233597,4,-82.40986,42.22224,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1809,1810,3.9314431435730417,5,-75.096874,45.284760999999996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1811,1812,0.8158000000000001,6,-74.513705,45.607344,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1818,1819,0.9165000000000001,6,-69.73204399999999,47.667088,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1828,1829,2.2743559203926007,6,-80.43538199999999,44.088395,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1840,1841,6.149706191961175,5,-80.935601,43.358861,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1848,1849,0.9770538145624015,5,-77.47702,44.44038,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1863,1864,2.808350177668612,5,-80.59449000000001,42.88563,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1867,1868,4.049065201168313,5,-81.23208199999999,43.857824,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1868,1869,0.5666121387940279,4,-100.776822,49.890578999999995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1882,1883,1.5511000000000001,4,-72.380514,45.57967,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1884,1885,3.1199497882308753,3,-82.00098,42.361309999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1885,1886,2.696411538822692,5,-79.86068,43.0817,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1887,1888,0.3395224939829893,5,-100.985863,52.569140000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,1906,2.9758874781929694,6,-64.25277700000001,45.101772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1908,1909,2.5266502918311975,6,-80.591934,42.617377000000005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1919,1920,4.6305036497432575,3,-81.945773,43.046781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1927,1928,0.1988,3,-68.129933,48.567982,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1933,1934,2.085814681011945,4,-81.544175,44.249933,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,1935,2.0531967994939286,6,-80.545964,44.570232,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1937,1938,4.4851,3,-73.21655200000001,45.705883,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1941,1942,3.5373104085636764,5,-82.08711,42.553490000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1945,1946,4.462966349218901,4,-80.943978,43.649814,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1947,1948,5.559866167843711,4,-79.71381,44.19103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1953,1954,0.2745338361099717,5,-63.815580000000004,45.875336,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,1956,0.6162802765600984,6,-100.81164,50.214909999999996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1964,4.671600000000001,4,-73.566383,45.220983000000004,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1966,1967,0.37485853229417376,6,-101.38276,53.789788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,1977,5.08023504643106,5,-80.88473,43.27431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1978,1979,1.664253272907884,6,-78.597414,44.541990999999996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,1981,0.5238629455923852,4,-100.765627,49.890571,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1988,1989,0.296279090455316,6,-100.48106700000001,51.452928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1998,1999,0.9711232906500349,5,-67.400024,47.570190000000004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,2004,0.3323564442555463,5,-100.985798,52.576294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2012,2.7816628200629623,5,-80.890683,44.51834,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,2017,2.5175,4,-74.050404,45.729836999999996,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2019,1.426785211250204,6,-97.501731,49.093878000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2021,4.5864,6,-73.20345999999999,45.278205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023,2024,1.4543000000000001,3,-72.823391,46.541052,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2024,2025,2.111513617965534,3,-82.493422,42.149976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
